"ID","Heard_of_brand","Purchased_last6mo","Satisfaction","Buying_likelihood","Recommend_likelihood","is_relaxing","is_wholesome","is_fun","is_exciting","is_premium_quality","is_memorable","is_treat","is_good_for_regular","is_interesting","taste_better_other_brands","has_many_flavors","is_enjoyable","has_best_value/price","is_organic","is_low_cal","is_great_for_family","is_great_for_guests","Gender","Age","Marital","Children_less_18","Household_size","Education","Employment","Ethnicity","Household_income","Residence_state","Satisfaction_cat","Buying_likelihood_cat","Recommend_likehood_cat","is_relaxing.1","is_wholesome.1","is_fun.1","is_exciting.1","is_premium_quality.1","is_memorable.1","is_treat.1","is_good_for_regular.1","is_interesting.1","taste_better_other_brands.1","has_many_flavors.1","is_enjoyable.1","has_best_value/price.1","is_organic.1","is_low_cal.1","is_great_for_family.1","is_great_for_guests.1"
10841642,"yes","no",NA,NA,NA,5,4,4,2,4,4,3,4,4,5,5,6,4,3,2,6,4,"Male","65 or older","Divorced","No",1,"Some college or Associate's Degree","Not Currently Employed","High school or less","under $50,000",10,NA,NA,NA,"Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does describe well","Neither does nor does not describe","Not Somewhat does describe","Does not describe","Does describe well","Neither does nor does not describe"
10841657,"yes","no",NA,NA,NA,4,4,4,3,4,5,5,5,4,4,5,5,4,2,4,4,5,"Male","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","Attended Graduate School","Prefer not to say",5,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10841681,"yes","yes",5,5,5,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,6,6,"Female","45-54","Single, not living with domestic partner","No",2,"Some college or Associate's Degree","Not Currently Employed","High school or less","$100,000 just under $125,000",22,"Somewhat Satisfied","Somewhat Likely to purchase again","Somewhat Likely to recommend","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Does describe well"
10841684,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,"Female","45-54","Single, not living with domestic partner","No",1,"Some college or Associate's Degree","Employed full-time (30+ hrs)","Graduated College/Bachelor's Degree","under $50,000",12,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10841685,"yes","no",NA,NA,NA,6,5,4,4,4,2,2,5,5,5,6,5,4,1,3,6,6,"Male","65 or older","Married","No",2,"Attended Graduate School","Retired","High school or less","$50,000 just under $75,000",5,NA,NA,NA,"Does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Neither does nor does not describe","Does not describe at all","Not Somewhat does describe","Does describe well","Does describe well"
10841691,"yes","no",NA,NA,NA,5,4,4,3,5,4,2,5,4,5,5,4,4,2,4,7,6,"Male","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","Prefer not to say",10,NA,NA,NA,"Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Neither does nor does not describe","Does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Describes extremely well","Does describe well"
10841734,"yes","yes",5,4,4,5,5,4,5,5,5,5,5,5,4,6,5,4,5,1,6,6,"Female","45-54","Divorced","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","Some college or Associate's Degree","under $50,000",44,"Somewhat Satisfied","Neither Likely nor Unlikely to purchase again","Neither Likely nor Unlikely to recommend","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Does not describe at all","Does describe well","Does describe well"
10841793,"yes","yes",7,7,7,7,6,6,6,7,7,1,7,7,7,7,7,5,4,5,7,7,"Female","35-44","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",5,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Describes extremely well","Does describe well","Does describe well","Does describe well","Describes extremely well","Describes extremely well","Does not describe at all","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Describes extremely well","Describes extremely well"
10841826,"yes","yes",6,7,7,4,2,4,4,5,2,3,7,4,6,7,7,7,4,4,6,7,"Female","65 or older","Divorced","No",3,"Some college or Associate's Degree","Retired","High school or less","$50,000 just under $75,000",12,"Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Does not describe","Not Somewhat does describe","Describes extremely well","Neither does nor does not describe","Does describe well","Describes extremely well","Describes extremely well","Describes extremely well","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Describes extremely well"
10841836,"yes","yes",7,7,7,4,2,3,4,7,4,3,5,3,6,6,4,5,2,3,7,7,"Male","45-54","Single, living with domestic partner","No",2,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",29,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Neither does nor does not describe","Does not describe","Not Somewhat does describe","Neither does nor does not describe","Describes extremely well","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Not Somewhat does describe","Does describe well","Does describe well","Neither does nor does not describe","Somewhat does describe well","Does not describe","Not Somewhat does describe","Describes extremely well","Describes extremely well"
10841862,"yes","no",NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Male","45-54","Single, living with domestic partner","No",3,"Trade/Technical school","Employed full-time (30+ hrs)","Advanced Degree (Master's, PhD.D.)","$50,000 just under $75,000",48,NA,NA,NA,"Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well"
10842055,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Female","25-34","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",50,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842056,"yes","yes",7,6,6,3,4,4,4,4,4,5,6,4,5,5,6,7,4,4,7,6,"Female","45-54","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Student","High school or less","under $50,000",2,"Extremely Satisfied","Likely to purchase again","Likely to recommend","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does describe well","Describes extremely well","Neither does nor does not describe","Neither does nor does not describe","Describes extremely well","Does describe well"
10842130,"yes","no",NA,NA,NA,4,4,4,4,4,4,5,2,4,3,4,4,4,4,4,4,4,"Female","65 or older","Married","No",2,"Graduated College/Bachelor's Degree","Retired","High school or less","under $50,000",36,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842146,"yes","no",NA,NA,NA,4,5,4,2,4,3,3,4,2,5,5,5,4,1,2,6,6,"Female","45-54","Married","No",1,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",26,NA,NA,NA,"Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Does not describe at all","Does not describe","Does describe well","Does describe well"
10842163,"yes","yes",5,5,5,4,5,5,4,5,4,5,5,5,5,6,5,5,4,5,5,5,"Male","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","under $50,000",20,"Somewhat Satisfied","Somewhat Likely to purchase again","Somewhat Likely to recommend","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well"
10842290,"yes","yes",6,7,7,1,4,1,1,5,1,4,5,1,4,7,6,5,1,5,6,5,"Female","65 or older","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Retired","High school or less","$75,000 just under $100,000",6,"Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Does not describe at all","Neither does nor does not describe","Does not describe at all","Does not describe at all","Somewhat does describe well","Does not describe at all","Neither does nor does not describe","Somewhat does describe well","Does not describe at all","Neither does nor does not describe","Describes extremely well","Does describe well","Somewhat does describe well","Does not describe at all","Somewhat does describe well","Does describe well","Somewhat does describe well"
10842296,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,"Female","45-54","Married","Yes",3,"High school or less","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",14,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842298,"yes","no",NA,NA,NA,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,"Female","45-54","Married","No",3,"Graduated College/Bachelor's Degree","Not Currently Employed","High school or less","Prefer not to say",24,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe at all","Does not describe at all","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842406,"yes","yes",6,7,6,5,4,4,4,6,4,4,5,4,6,5,6,4,6,4,6,6,"Male","25-34","Married","Yes",4,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",45,"Satisfied","Extremely Likely to purchase again","Likely to recommend","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Does describe well","Somewhat does describe well","Does describe well","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Does describe well","Does describe well"
10842467,"yes","yes",6,7,7,5,5,4,4,6,5,3,4,3,5,7,5,6,6,4,4,4,"Female","55-64","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Employed part time","High school or less","under $50,000",5,"Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Describes extremely well","Somewhat does describe well","Does describe well","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842473,"yes","no",NA,NA,NA,6,4,6,6,6,5,6,6,6,3,4,6,4,4,3,6,4,"Male","35-44","Married","Yes",4,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",14,NA,NA,NA,"Does describe well","Neither does nor does not describe","Does describe well","Does describe well","Does describe well","Somewhat does describe well","Does describe well","Does describe well","Does describe well","Not Somewhat does describe","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Does describe well","Neither does nor does not describe"
10842482,"yes","no",NA,NA,NA,5,6,5,5,6,5,5,6,5,6,6,5,5,4,3,6,5,"Male","65 or older","Divorced","No",1,"Graduated College/Bachelor's Degree","Retired","High school or less","under $50,000",41,NA,NA,NA,"Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Does describe well","Somewhat does describe well"
10842509,"yes","no",NA,NA,NA,1,1,1,1,4,1,1,1,1,1,4,1,3,1,1,1,1,"Female","35-44","Married","Yes",5,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","Advanced Degree (Master's, PhD.D.)","Prefer not to say",25,NA,NA,NA,"Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all"
10842578,"yes","no",NA,NA,NA,2,4,2,3,4,3,5,5,4,3,3,4,2,4,4,4,5,"Female","25-34","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",5,NA,NA,NA,"Does not describe","Neither does nor does not describe","Does not describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10842613,"yes","yes",6,7,7,2,4,3,3,4,4,4,4,4,4,6,5,4,3,4,4,4,"Male","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","$50,000 just under $75,000",48,"Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842638,"yes","no",NA,NA,NA,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,7,"Male","65 or older","Married","No",2,"Graduated College/Bachelor's Degree","Retired","High school or less","$50,000 just under $75,000",48,NA,NA,NA,"Does not describe at all","Neither does nor does not describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Describes extremely well"
10842658,"yes","no",NA,NA,NA,5,3,4,3,5,3,3,5,3,5,6,6,5,2,2,4,3,"Male","55-64","Single, not living with domestic partner","No",2,"Attended Graduate School","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",32,NA,NA,NA,"Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Not Somewhat does describe","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Does not describe","Does not describe","Neither does nor does not describe","Not Somewhat does describe"
10842682,"yes","no",NA,NA,NA,2,1,3,2,2,2,1,1,3,2,2,3,1,1,1,2,1,"Female","25-34","Single, not living with domestic partner","No",1,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","Trade/Technical school","$50,000 just under $75,000",44,NA,NA,NA,"Does not describe","Does not describe at all","Not Somewhat does describe","Does not describe","Does not describe","Does not describe","Does not describe at all","Does not describe at all","Not Somewhat does describe","Does not describe","Does not describe","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe","Does not describe at all"
10842697,"yes","yes",7,7,7,7,5,7,7,7,7,1,7,7,7,7,7,7,4,5,7,7,"Female","25-34","Single, not living with domestic partner","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","Graduated College/Bachelor's Degree","under $50,000",38,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Describes extremely well","Somewhat does describe well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Does not describe at all","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Neither does nor does not describe","Somewhat does describe well","Describes extremely well","Describes extremely well"
10842721,"yes","yes",7,7,7,6,6,5,5,6,5,5,6,6,6,6,6,5,1,4,6,5,"Female","25-34","Single, not living with domestic partner","Yes",4,"Graduated College/Bachelor's Degree","Employed part time","Graduated College/Bachelor's Degree","under $50,000",5,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Somewhat does describe well","Does not describe at all","Neither does nor does not describe","Does describe well","Somewhat does describe well"
10842834,"yes","no",NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","45-54","Divorced","No",2,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",44,NA,NA,NA,"Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe"
10842885,"yes","no",NA,NA,NA,3,3,1,1,1,1,1,4,1,3,4,6,3,1,1,6,5,"Male","65 or older","Married","No",2,"High school or less","Retired","High school or less","$50,000 just under $75,000",45,NA,NA,NA,"Not Somewhat does describe","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Not Somewhat does describe","Neither does nor does not describe","Does describe well","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does describe well","Somewhat does describe well"
10842897,"yes","yes",6,7,7,5,4,4,6,6,4,4,6,6,6,6,6,4,4,5,5,6,"Female","35-44","Married","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","Graduated College/Bachelor's Degree","$75,000 just under $100,000",5,"Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does describe well"
10842919,"yes","no",NA,NA,NA,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,"Male","45-54","Married","No",4,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$100,000 just under $125,000",18,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe at all","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10842970,"yes","yes",7,6,6,5,6,6,5,5,5,3,5,5,4,7,5,5,5,5,5,6,"Male","45-54","Divorced","Yes",3,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",5,"Extremely Satisfied","Likely to purchase again","Likely to recommend","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Describes extremely well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well"
10842973,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","Prefer not to say",39,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10843033,"yes","yes",6,7,6,5,2,5,5,5,5,1,7,5,6,6,6,6,2,3,7,6,"Female","35-44","Married","Yes",3,"Advanced Degree (Master's, PhD.D.)","Homemaker","High school or less","$50,000 just under $75,000",5,"Satisfied","Extremely Likely to purchase again","Likely to recommend","Somewhat does describe well","Does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does not describe at all","Describes extremely well","Somewhat does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does not describe","Not Somewhat does describe","Describes extremely well","Does describe well"
10843035,"yes","yes",7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,5,3,7,7,"Female","65 or older","Widowed","No",1,"High school or less","Retired","High school or less","under $50,000",38,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Somewhat does describe well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Somewhat does describe well","Not Somewhat does describe","Describes extremely well","Describes extremely well"
10843040,"yes","no",NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Male","45-54","Divorced","No",1,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$100,000 just under $125,000",36,NA,NA,NA,"Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well"
10843045,"yes","yes",7,7,7,5,5,6,5,2,5,2,7,5,7,7,6,7,2,5,7,5,"Male","25-34","Married","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$100,000 just under $125,000",48,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Somewhat does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Does not describe","Somewhat does describe well","Does not describe","Describes extremely well","Somewhat does describe well","Describes extremely well","Describes extremely well","Does describe well","Describes extremely well","Does not describe","Somewhat does describe well","Describes extremely well","Somewhat does describe well"
10843050,"yes","no",NA,NA,NA,4,4,4,3,4,4,5,4,4,4,4,4,4,5,3,4,4,"Female","25-34","Single, not living with domestic partner","No",1,"Attended Graduate School","Employed full-time (30+ hrs)","Trade/Technical school","$50,000 just under $75,000",23,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe"
10843051,"yes","no",NA,NA,NA,5,5,4,3,4,4,4,5,4,5,4,5,5,4,4,5,5,"Female","65 or older","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Retired","High school or less","Prefer not to say",48,NA,NA,NA,"Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well"
10843059,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","25-34","Single, living with domestic partner","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",36,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10843066,"yes","yes",7,7,7,6,5,4,3,7,5,4,7,3,6,7,6,7,7,6,6,7,"Female","65 or older","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","under $50,000",48,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Describes extremely well","Somewhat does describe well","Neither does nor does not describe","Describes extremely well","Not Somewhat does describe","Does describe well","Describes extremely well","Does describe well","Describes extremely well","Describes extremely well","Does describe well","Does describe well","Describes extremely well"
